Publisher Name,Publisher Registry Id,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,Time lag
Faith to Action Network,f2a,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Aids Caring Trust,fact,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Guidance Association of Ethiopia,fgae_ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Life Education Program,flepuganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Farm Africa,fa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Farm Concern International,fci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Feed the Minds,ftm-291333,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Female,female,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fiabel,fiabel,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Field Ready, USA",field_ready,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fiftyfifty,fiftyfifty-lb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fight Hunger Foundation,fhf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Financial Sector Deepening Trust (Kenya),fsdk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Financial Sector Deepening Uganda,fsduganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Find Your Feet,fyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fondation Hirondelle,fh_ch,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Food for the Hungry UK,fh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forest Trends Association,forest-trends,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forests Monitor,fm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forever Sabah,fs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fosera Solarsystems GmbH & Co. KG aA,fosaa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Foundation for Social Improvement,the_fsi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
France - Ministry for Europe and Foreign Affairs,france,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Freedom Forum,ff,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of Kipkelion,kipkelion,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of Publish What You Fund,friendsofpwyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of the Earth International,foei,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of the Earth-Ghana,foe-ghana,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friendship,fb_2023,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Frontclear,frontclear_ftap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundacion Acceso,fundacion-acceso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundacion Pacto Especializada en el Apoyo de Iniciativas Sociales,feadin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación Avina,fundacionavina,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación Gaia Amazonas,gaia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación Oriéntame,orientame,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación de Antropología Forense de Guatemala,fafg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GEMS Education Solutions,mgcubed,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GOAL,goal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GOGLA - Global Off-Grid Lighting Association,gogla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Gatsby Africa,ga,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Gender Equality Network,gen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Gender Links,gl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Geneva International Centre for Humanitarian Demining,gichd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Genome Research Limited,grl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Germany - Federal Foreign Office,fo_germany,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GiveDirectly,givedirectly,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Action Nepal,gan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Alliance for TB Drug Development,tb-a,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Anaesthesia Development Partnerships,gadp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Antibiotic Research and Development Partnership,gardp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Canopy,globalcanopy,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Fund to End Modern Slavery,gfems,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Impact Investing Network,giin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Integrity,gi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Network of People Living with HIV (GNP+),gnpplus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Network of Sex Work Projects (NSWP),nswp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Partnership for Education,gpe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Rights Compliance Foundation,grc2018,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Shea Alliance,globalshea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Water Partnership,gwp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Witness,globalwitness,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GlobalGiving.org,globalgiving,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GoodWeave International,goodweave_intl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Goree Institute,gorin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Grand Bargain Test,wrgb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Greece - Ministry of Foreign Affairs,greece_mfa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ground Truth Solutions,ground-truth-solutions,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Groupe Pivot Santé Population,gpsp-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Grow Asia,growasia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Grow Movement,growmovement_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Gulu University,guluuni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Guttmacher Institute,guttmacher,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HM Revenue and Customs,cbu_hmrc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HM Treasury,hmtfitb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HRWG Indonesia,hrwg_indonesia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HTSPE,htspe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hagar International UK,hagar_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Haiti Hospital Appeal,hha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Hala Systems, Inc.",hala_systems,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hand in Hand International,handinhand,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Health Development Initiative,hdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Health Poverty Action,hpa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HealthNet TPO,healthnet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HealthProm,hp_12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Healthright International-Kenya,hri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heartland Alliance International,ha-i,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heifer International South Africa,hsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heifer Nederland,heifernederland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HelpAge International,helpage_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Helvetas Swiss Intercooperation,hsi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hiber for Electronic Media,7iberdotcom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Higher Population Council,hpc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hilfswerk Austria Zimbabwe,hwa-zm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Homeless International,hi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hope and Homes for Children,hhc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hope for Children,hfc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Horizons for Green Development,horizons,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hospice Africa Ltd,hauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Huairou Commission,hc2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Human Relief Foundation,hrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Humanitarian Quality Assurance Initiative,hqai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
I Choose Life Africa,ke-ngc-3372,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICA:UK,icauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICCO Cooperation,icco-cooperation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICF Consulting Services Ltd,icf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICLEI Colombia,iclei,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICS,ics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDEO.org,ideo_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDH Investment Management B.V.,idh_im,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"IDH, the Sustainable Trade Initiative",idh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDOM INGENIERIA,idom_mx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDinsight,idinsight,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IFOAM - Organics International,ifoam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IGD Benin,igd_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IHE Delft Institute for Water Education,ihedelft,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ILGA Asia,ilgaasia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ILGA World,ilgaworld,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IMA World Health,us-imawh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IMC WORLDWIDE,imcw_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
INTERNATIONAL DISABILITY ALLIANCE,ida,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
INTERSOS Onlus,intersos_main,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
INTOSAI Development Initiative,idi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
INTRAC,intrac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IREX (International Research and Exchange Board),irex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IT for Change,itforchange,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ibrahimia Media Center,imc-2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Iftiin Foundation,iffoundation12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Imfact Working Capital Solutions Limited,imfact2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ImpactAssets Inc.,ia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Impunity Watch,iw_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Independent Medico-Legal Unit,imlu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Index Initiative Foundation,iif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Indigo Trust,indtrust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Infrastructure Credit Guarantee Company Limited,infracredit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Iniciativa Climatica de Mexico,icm_mx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Initiative Sankofa d'Afrique de l'Ouest,isdao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Innovate UK KTN,ktn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Innovex Uganda limited,in,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Instiglio,instiglio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Institut National de l'Eau, Benin",ine_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for Clinical Effectiveness and Health Policy,iecs-2024,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for Policy Research and Advocacy (ELSAM),elsam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for Security Studies,issafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for War & Peace Reporting,iwpr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute of Development Studies,ids,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Institute of Psychiatry, Rawalpindi Medical University",iop-rmu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Instituto BVRio,bvrio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Integrated Water Resources Management Programme,iwrm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Integrity Action,integrity_action,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Integrity Research and Consultancy Ltd,integrity,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Inter Islamic Network for Water Resources Development and Management,inwrdam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Inter-American Foundation,iaf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterAction,interaction,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterClimate Network,icn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Interact Worldwide,iww_publish,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Aids Vaccine Initiative (IAVI),iavi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Budget Partnership,ibp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Campaign Women´s Right to Safe Abortion,icwrsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Center for Transitional Justice,ictj,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre for Antimicrobial Resistance Solutions,icars,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre for Migration Policy Development,icmpd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre of Insect Physiology and Ecology (icipe),icipe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Commission on Missing Persons,icmp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Council of Voluntary Agencies,icva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Crisis Group,crisisgroup,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Federation of Accountants,ifac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Food Policy Research Institute,ifpri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International IDEA,idea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Indigenous Women Forum,fimi_iiwf_2019,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Medical Corps UK,imc_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Monetary Fund,imf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International NGO Safety Orgnisation,inso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Network for Advancing Science and Policy,inasp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Network for Bamboo and Rattan (INBAR),inbar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Network of People who Use Drugs (INPUD),inpud_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Potato Center,cip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Primary Care Respiratory Group,ipcrg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Procurement Agency,ipa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Service,unais,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Treatment Preparedness Coalition (ITPC),itpc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Union for Conservation of Nature and Natural Resources,iucn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Women's Development Agency,iwda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Youth Alliance for Family Planning,iyafp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Internews Europe,ieu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IntraHealth International,intrahealth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Iraq Foundation,iraq_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ireland - Department of Foreign Affairs,irishaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Iringa Development of Youth, Disabled and Children Care",idydc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Irise International,irise_int,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Irrawaddy Policy Exchange,ipe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Itad,itad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jeevika Trust,jeevika_trust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jinja district union of persons with disabilities,jidu2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
JoWomenomics,jowomenomics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Johns Hopkins University,gi-jhu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jordan Open Source Association,josa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jordan River Foundation,jrf_2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jordan River Foundation,jrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Joshua Orphan and Community Care,jocc_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Justice & Peace Netherlands,jp-nl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Justice For All Prison Fellowship Ethiopia,jfa-pfe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KITUO CHA SHERIA,kituo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KPMG Advisory Limited (Tanzania),kpmgea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KPMG LLP,kpmgllp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kadaster International,kad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Karuna Mission Social Solidarity - KMSS,kmss,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Karuna Trust,karuna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kathmandu Medical College Public Limited,kmc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Keele University,keele-university,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya National Commission on Human Rights,knchr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya Private Sector Alliance,kepsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kepa ry,kepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kerk in Actie,kerk_in_actie,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kesho Kenya,kesho_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
King Hussein Foundation,khf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kisumu Medical and Education Trust,kmet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Koninklijk Nederlands Meteorologisch Instituut,knmi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kvinna till Kvinna,ktk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KwaAfrica,kwaafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kwame Nkrumah University of Science and Technology,knust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kyiv School of Economics and Management,kse,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LAMB Health Care Foundation,lhcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LEAD International,lead_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LIWA programme trust,liwa-admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LTS International Limited,lts,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LVCT Health,lvct,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Land Equity International,lei,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Landell Mills,landell-mills,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Larive International,larive,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Laterite B.V.,laterite_bv,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Leaders of Tomorrow,sqf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Learning for Life,learningforlife,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Legal Action Worldwide,law,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lemann Foundation,lemann,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Leonard Cheshire Disability,lcd_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lepra,lepra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Light Castle Partners,lcp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Light for the World International,lftw-int,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Link Community Development Scotland,lcds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Linking Pin Africa Ltd,lpa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lively Minds,livelyminds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Living Earth Foundation,livingearth12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Local Development and Small Projects Support,ldsps,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
London Business School,lbs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Loughborough University,lboro,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Louvain Coopération,lc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Luminate Foundation Inc.,luminate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
M&C Saatchi,mcs_new,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MADE in Europe,mie-1134415,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MAMTA - Health Institute for Mother and Child,mamta_himc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MICAIA,mic-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MVO Nederland,mvo_nederland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Maastricht School of Management,msm-ipd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Magariro,magariro,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mainline,mainline,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Makerere University,maksph,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Malaria Consortium,malariaconsortium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mama Cash,mamac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mango Tree Property Management LTD,mangotree,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MannionDaniels,manniondaniels,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MapAction,mapaction,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Marsa Sexual Health Center,marsa_welead,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mastercard Foundation,mastercard-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Max Foundation,max-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Maxwell Stamp PLC,mstamp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
McKinsey & Company,mck,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
McKinsey Development Partners,mdp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MedAccess Guarantee Limited,medaccess,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medair,medair,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medecins du Monde France,mdm-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Media Development Investment Fund,mdif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Media Foundation for West Africa,mfwa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MedicineAfrica Ltd.,medafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medicos del Mundo,mdm_spain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Meningitis Research Foundation,mrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mensen met een Missie,mm1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy Corps Global,mcg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy Ships UK Limited,msuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy-USA for Aid and Development,mercy-usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Micaia Foundation,micfound,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Micro Insurance Academy,mia_india,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MicroLoan Foundation,mlf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mifumi UK,mifumi_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Milieudefensie,foenl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign Affairs of  Japan,mofa-jpn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministère de l'Economie et des Finances du Bénin,mefbenin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
