Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
GlobalGiving.org,globalgiving,0,0,0,0,0,0,US-EIN-300108263,0,,0,
Global Shea Alliance,globalshea,1,1,2,1,1,4489,GH-RGD-CG056382017,1,GH-RGD-CG056382017,1,1
Global Focus,globaltfokus,1,0,1,1,0,6971,DK-CVR-35429867,1,DK-CVR-35429867,1,1
Global Witness,globalwitness,1,1,2,1,1,10617,GB-COH-02871809,1,GB-COH-02871809,1,1
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,gnbcc,11,0,1,1,0,236696,GH-RGD-CG159432015,1,GH-RGD-CG159432015,1,1
Global Network of People Living with HIV (GNP+),gnpplus,15,1,2,1,1,84888,NL-KVK-41214768,1,NL-KVK-41214768,2,1;2
GOAL,goal,7,1,2,1,1,48796,GB-CHC-1107403,1,GB-CHC-1107403,1,1
GOGLA - Global Off-Grid Lighting Association,gogla,2,0,1,1,0,14261,NL-KVK-62066064,1,NL-KVK-62066064,1,1
GoodWeave International,goodweave_intl,1,1,2,1,1,9402,US-EIN-522042014,1,US-EIN-52-2042014,1,1
Goree Institute,gorin,3,1,2,1,1,93123,SN-NINEA-21516110A0,1,SN-NINEA-21516110A0,1,null
Global Partnership for Education,gpe,0,0,0,0,0,0,XM-DAC-47501,0,,0,
GPPAC Foundation,gppac,13,1,2,1,1,640862,NL-KVK-41217404,1,NL-KVK-41217404,2,1;2
Groupe Pivot Santé Population,gpsp-org,2,1,3,2,1,113693,ML-NIF-082208943A,1,ML-NIF-082208943A,1,null
Global Rights Compliance Foundation,grc2018,37,1,2,1,1,189750,NL-KVK-70048436,1,NL-KVK-70048436,1,1
Greece - Ministry of Foreign Affairs,greece_mfa,0,1,1,0,1,595,XM-DAC-40-3,1,XM-DAC-40-3,0,
Genome Research Limited,grl,1,1,2,1,1,5520,GB-COH-02742969,1,GB-COH-02742969,1,1
Ground Truth Solutions,ground-truth-solutions,4,0,1,1,0,641003,AT-UID-U74408937,1,AT-UID-U74408937,1,1
Grow Asia,growasia,1,1,2,1,1,7603,SG-ACRA-201507403G,1,SG-ACRA-201507403G,1,1
Grow Movement,growmovement_admin,2,1,2,1,1,9258,GB-CHC-1139083,1,GB-CHC-1139083,1,1
Gorongosa Restoration Project,grp,1,1,2,1,1,23829,MZ-NUIT-700061787,1,MZ-NUIT-700061787,1,1
"E3 - Ecología, Economía y Etíca",grupoe3,8,1,2,1,1,25127,CO-CCB-01952534,1,CO-CCB-01952534,1,2
the global steering group for impact investment,gsg,2,1,2,1,1,9090,GB-CHC-1175658,1,GB-CHC-1175658,1,1
GSMA Foundation,gsma_foundation,434,0,3,3,0,1081626,US-EIN-37-1552838,1,US-EIN-37-1552838,1,null
Gulu University,guluuni,1,1,2,1,1,10654,XI-GRID-grid.442626.0,1,XI-IATI-XI-GRID-grid.442626.0,1,1
Guttmacher Institute,guttmacher,2,1,2,1,1,152041,US-EIN-13-2890727,1,US-EIN-13-2890727,1,2
Greater Virunga Transboundary Collaboration,gvtc,3,1,2,1,1,73517,RW-RRA-103197639,1,RW-RRA-103197639,1,1
Global Water Partnership,gwp,3,1,2,1,1,25461,XM-DAC-7-PPR-4000002938,1,XI-IATI-XM-DAC-7-PPR-4000002938,1,1
The George Washington University,gwu_gwi,2,0,1,1,0,18453,US-EIN-53-0196584,1,US-EIN-53-0196584,1,1
Heartland Alliance International,ha-i,1,0,1,1,0,135426,US-EIN-30-0739799,1,US-EIN-US-EIN-300739799,1,1
Hagar International UK,hagar_uk,1,1,2,1,1,25152,GB-CHC-1143852,1,GB-CHC-1143852,1,1
Stichting Health Action International,hai,9,1,2,1,1,259541,NL-KVK-41207580,1,NL-KVK-41207580,1,1
"Hala Systems, Inc.",hala_systems,0,1,1,0,1,5113,US-EIN-47-4606264,1,US-EIN-47-4606264,0,
The HALO Trust,halo,44,1,20,19,1,3319888,GB-CHC-1001813,1,GB-CHC-1001813,1,1
Hand in Hand International,handinhand,1,1,2,1,1,24670,GB-CHC-1113868,1,GB-CHC-1113868,1,1
"Harvard Global Research and Support Services, Inc.",harvard_global,2,1,2,1,1,9831,US-EIN-45-4535664,1,US-EIN-45-4535664,1,1
Hospice Africa Ltd,hauk,2,1,2,1,1,12008,GB-CHC-1024903,1,GB-CHC-1024903,1,1
Huairou Commission,hc2022,6,0,1,1,0,114812,US-EIN-061805406,1,US-EIN-061805406,1,1
Centre for Humanitarian Dialogue (HD Centre),hdcentre,2,1,2,1,1,121890,CH-FDJP-CHE-105181636,1,CH-FDJP-CHE-105181636,1,1
Health Development Initiative,hdi,1,0,1,1,0,109501,RW-RGB-77-RGB-NGO-2013,1,RW-RGB-77-RGB-NGO-2013,1,1
HealthNet TPO,healthnet,6,1,2,1,1,100741,NL-KVK-41211943,1,NL-KVK-41211943,1,1
DAI Global Health,healthpartners-international,7,1,6,5,1,35630,GB-COH-03054929,1,GB-COH-03054929,1,1
Healthy Entrepreneurs Foundation,hefoundation,6,1,2,1,1,180959,NL-KVK-58183167,1,NL-KVK-58183167,1,1
Heifer Nederland,heifernederland,15,1,2,1,1,113640,NL-KVK-20093733,1,NL-KVK-20093733,1,1
HelpAge International,helpage_international,520,1,2,1,1,8305247,GB-COH-1762840,1,GB-COH-1762840,1,null
The William and Flora Hewlett Foundation,hewlett-foundation,2749,1,2,1,1,8661513,US-EIN-941655673,1,US-EIN-941655673,1,null
Hope for Children,hfc,1,0,1,1,0,60281,GB-CHC-1161729,1,GB-CHC-1161729,1,1
Stichting Habitat for Humanity Nederland,hfhnl,2,1,2,1,1,15150,NL-KVK-41226182,1,NL-KVK-41226182,1,1
Grand Challenges Canada,hgc,2,0,1,1,0,310727,CA-CRA_ACR-811793611,1,CA-CRA_ACR-811793611,1,1
Haiti Hospital Appeal,hha,1,1,2,1,1,51375,GB-CHC-1117528,1,GB-CHC-1117528,1,1
Hope and Homes for Children,hhc,3,1,2,1,1,77205,GB-CHC-1089490,1,GB-CHC-1089490,1,1
United States Health and Human Services,hhs,4516,1,81,80,1,70475385,US-GOV-14,2,US-GOV-14;US-GOV-2,1,1
Homeless International,hi,10,1,6,5,1,72964,GB-CHC-1017255,1,GB-CHC-1017255,2,1;null
Handicap International Federation,hi_fed,21,1,2,1,1,715018,FR-RCS-519655997,1,FR-RCS-519655997,1,1
Handicap International Belgique,hib,32,1,3,2,1,328469,BE-BCE_KBO-0432235661,1,BE-BCE_KBO-0432235661,2,1;2
Health Insurance Fund,hif,4,0,2,2,0,51651,NL-KVK-34234456,1,NL-KVK-34234456,1,1
HiiL innovating Justice,hiil_mfa,20,1,2,1,1,267979,NL-KVK-27290536,1,NL-KVK-27290536,1,1
Handicap International UK,hiuk,60,1,25,24,1,620270,GB-CHC-1082565,3,FR-PDR-W691075333;GB-CHC-1082565;XI-IATI-W691075333,1,1
HM Treasury,hmtfitb,7,0,1,1,0,21632,GB-GOV-2,1,GB-GOV-2,1,1
UK - Home Office,homeoffice,17,1,2,1,1,168094,GB-GOV-6,1,GB-GOV-6,1,1
Horizons for Green Development,horizons,1,1,2,1,1,8943,JO-CCD-200138796,1,JO-CCD-200138796,1,1
HealthProm,hp_12,2,4,2,1,1,31260,GB-COH-4887855,1,GB-COH-4887855,1,1
Health Poverty Action,hpa,10,1,2,1,1,136114,GB-CHC-1837621,1,GB-CHC-1837621,2,0;null
Higher Population Council,hpc,1,0,1,1,0,269041,JO-COA-1701-HPC,1,JO-COA-1701-HPC,1,1
Humanitarian Quality Assurance Initiative,hqai,1,1,2,1,1,40725,CH-FDJP-258577051,1,CH-FDJP-258577051,1,1
Human Relief Foundation,hrf,2,1,2,1,1,12614,GB-CHC-1126281,1,GB-CHC-1126281,1,1
Healthright International-Kenya,hri,8,0,1,1,0,12845,KE-NCB-218051200501953650,1,KE-NCB-218051200501953650,1,1
HRWG Indonesia,hrwg_indonesia,1,0,1,1,0,3813,ID-KHH-0018020.AH.01.07,1,ID-KHH-0018020AH0107,1,1
Heifer International South Africa,hsa,1,1,2,1,1,13220,ZA-NPO-013484,1,ZA-NPO-013484,1,1
Helvetas Swiss Intercooperation,hsi,3,2,2,1,1,294324,CH-FDJP-CHE105834763,1,CH-FDJP-CHE105834763,2,1;2
HTSPE,htspe,2,1,3,2,1,8431,GB-COH-06407873,1,GB-COH-06407873,1,1
Stichting Humana,humana_houben,16,1,2,1,1,66436,NL-KVK-30285304,1,NL-KVK-30285304,1,1
Hilfswerk Austria Zimbabwe,hwa-zm,1,1,2,1,1,9040,XI-IATI-035026724,2,AT-LPD-035026724;XI-IATI-035026724,1,1
ImpactAssets Inc.,ia,1,0,1,1,0,4022,US-EIN-262048480,1,US-EIN-262048480,1,1
Inter-American Development Bank,iadb,2167,0,27,27,0,90754150,XI-IATI-IADB,1,XI-IATI-IADB,1,null
Inter-American Foundation,iaf,4961,1,32,31,1,25134718,US-GOV-21,1,US-GOV-21,1,1
International Aids Vaccine Initiative (IAVI),iavi,0,2,2,0,2,16546,US-EIN-13-3870223,1,US-EIN-13-3870223,0,
International Bureau of Fiscal Documentation (IBFD),ibfd,96,0,1,1,0,395526,NL-KVK-41197411,1,NL-KVK-41197411,1,1
Oxfam IBIS,ibis_denmark,63,1,2,1,1,639514,DK-CVR-88136411,1,DK-CVR-88136411,1,1
International Budget Partnership,ibp,0,1,1,0,1,1788,US-EIN-46-3995547,1,US-EIN-46-3995547,0,
Institute for Community Based Sociotherapy,ic-bs_24,1,1,2,1,1,67494,NL-KVK-75373750,1,NL-KVK-75373750,1,1
International Centre for Antimicrobial Resistance Solutions,icars,1,1,2,1,1,8258,DK-CVR-42047007,1,DK-CVR-42047007,1,1
ICA:UK,icauk,2,1,2,1,1,12278,GB-CHC-1090745,1,GB-CHC-1090745,1,1
ICCO Cooperation,icco-cooperation,272,1,2,1,1,5304279,NL-KVK-56484038,1,NL-KVK-56484038,2,1;2
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,1,1,2,1,1,8751,XM-OCHA-4438,1,XM-OCHA-4438,1,1
ICF Consulting Services Ltd,icf,8,1,6,5,1,255123,GB-COH-04161656,2,GB-CH-4161656;GB-COH-04161656,1,1
International Centre of Insect Physiology and Ecology (icipe),icipe,65,0,1,1,0,219158,KE-KRA-P051097200R,1,KE-KRA-P051097200R,1,1
ICLEI Colombia,iclei,6,1,2,1,1,16978,CO-RUE-901337512,1,CO-RUE-901337512,1,1
Iniciativa Climatica de Mexico,icm_mx,2,1,2,1,1,7191,MX-RFC-ICM160118IZ1,1,XI-IATI-MX-RFC-ICM160118IZ1,1,1
International Commission on Missing Persons,icmp,5,0,1,1,0,80426,XM-DAC-47149,1,XM-DAC-47149,1,1
International Centre for Migration Policy Development,icmpd,9,1,2,1,1,196691,XM-OCHA-585,1,XM-OCHA-585,1,1
InterClimate Network,icn,1,0,1,1,0,5982,GB-COH-06587734,1,GB-COH-06587734,1,null
International Center for Not-for-Profit Law,icnl_org,15,0,3,3,0,506454,US-EIN-52-1818273,1,US-EIN-52-1818273,1,null
World Agroforestry Centre,icraf_,1,1,2,1,1,91631,XM-DAC-47056,1,XM-DAC-47056,1,null
International Committee of the Red Cross (ICRC),icrc,410,3,9,6,3,26210175,XM-DAC-21016,1,XM-DAC-21016,1,null
ICS,ics,45,0,1,1,0,110428,NL-KVK-41188664,1,NL-KVK-41188664,1,null
International Center for Transitional Justice,ictj,23,0,1,1,0,128400,US-EIN-11-3580024,1,US-EIN-11-3580024,1,1
International Council of Voluntary Agencies,icva,1,0,1,1,0,2703,CH-FDJP-CHE100871337,1,CH-FDJP-CHE100871337,1,1
International Campaign Women´s Right to Safe Abortion,icwrsa,2,0,1,1,0,4980,GB-CHC-1187935,1,GB-CHC-1187935,1,1
INTERNATIONAL DISABILITY ALLIANCE,ida,4,0,1,1,0,15602,CH-FDJP-66029860165,1,CH-FDJP-66029860165,1,1
IDB Invest,idbinvest,1930,1,2,1,1,8549135,XM-DAC-46012,1,XM-DAC-46012,1,null
iDE,ide,8,0,2,2,0,47818,US-EIN-23-2220051,1,US-EIN-23-2220051,1,1
International IDEA,idea,1358,1,2,1,1,1621772,XM-DAC-47058,1,XM-DAC-47058,1,1
IDEO.org,ideo_org,2,1,2,1,1,6798,US-EIN-27-3755556,1,US-EIN-27-3755556,1,1
"IDH, the Sustainable Trade Initiative",idh,86,2,2,1,1,2100109,NL-KVK-53521129,1,NL-KVK-53521129,1,1
IDH THE SUSTAINABLE TRADE INITIATIVE,idh-ghana,13,1,2,1,1,91745,GH-RGD-ET000570722,1,GH-RGD-ET000570722,1,null
IDH Investment Management B.V.,idh_im,1,0,1,1,0,22170,NL-KVK-74983393,1,NL-KVK-74983393,1,1
INTOSAI Development Initiative,idi,8,1,2,1,1,370967,NO-BRC-980997278,1,NO-BRC-980997278,2,1;2
IDinsight,idinsight,3,1,2,1,1,7774,US-EIN-27-4933181,1,US-EIN-27-49-33181,1,1
International Development Law Organization (IDLO),idlo,266,1,2,1,1,2390639,XM-DAC-47059,1,XM-DAC-47059,1,1
IDOM INGENIERIA,idom_mx,1,0,1,1,0,4129,MX-RFC-IIN920701G55,1,XI-IATI-MX-RFC-IIN920701G55,1,1
Iles de Paix,idp,16,1,3,2,1,234375,BE-BCE_KBO-0408908151,1,BE-BCE_KBO-0408908151,2,1;2
Canada - International Development Research Centre/Centre de recherches pour le développement international,idrccrdi,4671,1,12,11,1,101051568,XM-DAC-301-2,1,XM-DAC-301-2,1,null
Institute of Development Studies,ids,25,1,2,1,1,376303,GB-COH-877338,1,GB-COH-877338,1,1
"Iringa Development of Youth, Disabled and Children Care",idydc,4,1,2,1,1,27225,TZ-TRA-102316134,2,TZ-TRA-102-316-134;TZ-TRA-www.idydc.or.tz,1,1
Institute for Clinical Effectiveness and Health Policy,iecs-2024,0,1,1,0,1,674,AR-CUIT-30-70806240-1,1,AR-CUIT-30-70806240-1,0,
Internews Europe,ieu,11,1,12,11,1,266811,GB-CHC-1148404,1,GB-CHC-1148404,1,1
International Federation of Accountants,ifac,18,0,1,1,0,45492,CH-FDJP-CHE102197003,1,CH-FDJP-CHE102197003,1,1
International Fund for Agricultural Development (IFAD),ifad,1241,1,126,125,1,57296822,XM-DAC-41108,1,XM-DAC-41108,1,null
Commune de Ifangni - Bénin,ifangni,1,1,2,1,1,74898,BJ-IFU-6201100143407,1,BJ-IFU-6201100143407,1,null
International Finance Corporation,ifcwbg,6368,1,159,158,1,49582150,XM-DAC-903,1,XM-DAC-903,1,null
International Fertilizer Development Center,ifdc-us,13,1,2,1,1,339826,US-EIN-63-0676451,1,US-EIN-63-0676451,1,1
International Foundation for Electoral Systems,ifes,6,1,2,1,1,12408,US-EIN-52-1527835,1,US-EIN-52-1527835,1,1
Iftiin Foundation,iffoundation12,1,1,2,1,1,15195,SO-COA-107-0081-2023,1,SO-COA-107-0081-2023,1,1
IFOAM - Organics International,ifoam,57,3,2,1,1,161120,DE-CR-BonnVR8726,1,DE-CR-BonnVR8726,1,1
International Food Policy Research Institute,ifpri,2,1,2,1,1,34436,XI-GRID-grid.419346.d,2,XI-GRID-grid.419346.d;XI-IATI-XI-GRID-grid.419346.d,1,1
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,0,0,0,0,0,0,XM-DAC-21018,0,,0,
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,22,1,13,12,1,468839,BE-BCE_KBO-0453072647,1,BE-BCE_KBO-0453072647,2,1;2
IGD Benin,igd_benin,0,1,1,0,1,709,BJ-IFU-6202112757059,1,BJ-IFU-6202112757059,0,
IHE Delft Institute for Water Education,ihedelft,4,1,2,1,1,170393,NL-KVK-41146484,1,NL-KVK-41146484,1,1
International Institute for Environment and Development,iied,24,0,1,1,0,428982,GB-COH-02188452,1,GB-COH-02188452,1,null
Index Initiative Foundation,iif,1,1,2,1,1,7676,NL-KVK-70292388,1,NL-KVK-70292388,1,1
The International Institute for Sustainable Development,iisd,3,1,2,1,1,69353,CA-CRA_ACR-127202349,1,CA-CRA_ACR-127202349,1,1
The International Institute for Strategic Studies,iiss,1,0,1,1,0,11080,GB-CHC-206504,1,GB-CHC-206504,1,1
ACV-CSC International,iiwe,9,1,3,2,1,209226,BE-BCE_KBO-0445412518,1,BE-BCE_KBO-0445412518,2,1;2
ILGA Asia,ilgaasia,2,0,1,1,0,100759,TH-MOI-KhorThor2882,1,TH-MOI-KhorThor2882,2,1;2
ILGA World,ilgaworld,0,1,1,0,1,576,CH-FDJP-CHE455926653,1,-,0,
International Labour Organization (ILO),ilo,2016,0,2,2,0,59570091,XM-DAC-41302,1,XM-DAC-41302,1,1
Ibrahimia Media Center,imc-2021,1,1,2,1,1,30914,EG-MOSS-3959350,1,EG-MOSS-3959350,1,1
International Medical Corps UK,imc_uk,10,1,2,1,1,275019,GB-CHC-1093861,1,GB-CHC-1093861,2,1;2
IMC WORLDWIDE,imcw_admin,189,0,6,6,0,720283,GB-COH-02651349,1,GB-COH-02651349,2,1;null
IMD Moçambique,imdmozambique,12,1,2,1,1,175864,MZ-MOJ-100717344,1,MZ-MOJ-100717344,1,1
International Monetary Fund,imf,42,0,1,1,0,124542,XM-DAC-43000,1,XM-DAC-43000,1,1
Imfact Working Capital Solutions Limited,imfact2022,1,0,1,1,0,9358,KE-KRA-P052007235U,1,KE-KRA-P052007235U,1,1
Independent Medico-Legal Unit,imlu,1,1,2,1,1,5459,KE-NCB-218051200301082704,1,KE-NCB-218051200301082704,1,1
IMPACT Initiatives,impact_initiatives,8,2,3,1,2,59538,XM-OCHA-HPC9829,1,XM-OCHA-HPC9829,1,1
"Imperial College of Science, Technology and Medicine",imperial,13,1,2,1,1,69951,GB-COH-04465125,1,GB-COH-04465125,1,1
International Media Support,ims,6,1,2,1,1,46747,dk-cvr-26487013,1,DK-CVR-26487013,1,1
Innovex Uganda limited,in,1,1,2,1,1,11996,UG-RSB-80010000758365,1,UG-RSB-80010000758365,1,1
International Network for Advancing Science and Policy,inasp,1,1,2,1,1,55842,GB-CHC-1106349,1,GB-CHC-1106349,1,1
International Network for Bamboo and Rattan (INBAR),inbar,42,1,2,1,1,320633,XM-DAC-47064,1,XM-DAC-47064,3,1;2;4689624
Indigo Trust,indtrust,0,0,0,0,0,0,GB-CHC-1075920,0,,0,
"Institut National de l'Eau, Benin",ine_benin,1,1,2,1,1,29183,BJ-IFU-4201710116446,1,BJ-IFU-4201710116446,1,null
International Nepal Fellowship Nepal,infnepal,1,1,2,1,1,12299,NP-SWC-19781,1,NP-SWC-19781,1,1
Infrastructure Credit Guarantee Company Limited,infracredit,1,2,3,1,2,4200,NG-CAC-RC-1368639,1,NG-CAC-RC-1368639,1,1
inHive,inhive,1,0,1,1,0,5829,GB-CHC-1150964,1,GB-CHC-1150964,1,1
International Network of People who Use Drugs (INPUD),inpud_admin,8,1,2,1,1,184554,GB-COH-08828458,1,GB-COH-08828458,1,1
International NGO Safety Orgnisation,inso,4,1,5,4,1,13846,NL-KVK-73728489,1,GB-CHC-1140276,1,1
Instiglio,instiglio,2,1,3,2,1,32793,US-EIN-45-5015494,1,US-EIN-45-5015494,1,1
Integrity Research and Consultancy Ltd,integrity,8,1,8,7,1,86541,GB-COH-07321996,1,GB-COH-07321996,1,1
Integrity Action,integrity_action,53,1,2,1,1,102314,GB-COH-4884328,1,GB-COH-4884328,1,1
InterAction,interaction,41,1,2,1,1,186881,US-EIN-13-3287064,1,US-EIN-13-3287064,1,null
interburns,interburns,2,1,2,1,1,27025,GB-CHC-1122299,1,GB-CHC-1122299,1,1
International Alert,international-alert,267,1,2,1,1,2006135,GB-COH-2153193,1,GB-COH-2153193,1,1
Interpeace,interpeace,131,1,2,1,1,1107499,CH-FDJP-CHE109994012,1,CH-FDJP-CHE109994012,1,null
INTERSOS Onlus,intersos_main,4,0,1,1,0,152538,IT-CF-97091470589,1,IT-CF-97091470589,1,1
INTRAC,intrac,2,0,1,1,0,32836,GB-CHC-1016676,1,GB-CHC-1016676,1,1
IntraHealth International,intrahealth,1,1,2,1,1,48306,US-EIN-550825466,1,US-EIN-550825466,1,null
Universidad Peruana Cayetano Heredia,investigacion_cayetano,0,1,2,1,1,796,PE-SUNARP-03024345,1,PE-SUNARP-03024345,0,
InvestInternational,investinternational,558,0,1,1,0,5924915,NL-KVK-83517626,1,NL-KVK-83517626,1,1
Inter Islamic Network for Water Resources Development and Management,inwrdam,1,1,2,1,1,41589,JO-COA-0301-57112,1,JO-COA-0301-57112,1,null
IOD PARC,iodparc,21,1,2,1,1,101464,GB-COH-03613839,1,GB-COH-03613839,1,1
International Organization for Migration (IOM),iom,5033,1,4,3,1,47680881,XM-DAC-47066,1,XM-DAC-47066,1,null
"Institute of Psychiatry, Rawalpindi Medical University",iop-rmu,1,0,1,1,0,2863,XI-GRID-grid4157124,1,XI-GRID-XI-GRID-grid4157124,1,1
iPartner India,ip-india,1,1,2,1,1,31275,GB-CHC-1114944,1,GB-CHC-1114944,1,1
International Procurement Agency,ipa,16,1,6,5,1,70556,NL-KVK-32037590,1,NL-KVK-32037590,1,1
Innovations for Poverty Action,ipa_,448,0,1,1,0,677219,061660068,1,US-EIN-061660068,1,1
Panos Institute West Africa (PIWA),ipao,33,0,1,1,0,73140,SN-NINEA-621108990A0,1,SN-NINEA-621108990A0,1,1
Ipas,ipas,9,1,2,1,1,66245,US-EIN-56-1071085,1,US-EIN-56-1071085,1,1
International Primary Care Respiratory Group,ipcrg,1,2,3,1,2,9873,GB-SC-035056,1,GB-SC-035056,1,1
Irrawaddy Policy Exchange,ipe,1,0,1,1,0,30024,JE-FSC-NPO_1108,1,JE-FSC-NPO_1108,1,1
IPE Global Limited,ipeglobal,9,0,1,1,0,96772,IN-MCA-U74140DL1998PLC097579,1,IN-MCA-U74140DL1998PLC097579,1,1
International Peace Information Service,ipis,4,0,1,1,0,26507,BE-BCE_KB0-0421408778,1,BE-BCE_KBO-0421408778,2,1;2
International Planned Parenthood Federation,ippf,41,1,2,1,1,2161265,GB-CHC-229476,1,GB-CHC-229476,1,1
Iraq Foundation,iraq_foundation,15,1,2,1,1,275835,US-EIN-521750875,1,US-EIN-521750875,1,1
IRC,irc,7,0,1,1,0,261679,NL-KVK-41151952,1,NL-KVK-41151952,1,null
The International Rescue Committee,irc_inc,155,1,2,1,1,2210051,US-EIN-13-5660870,1,US-EIN-13-5660870,1,1
International Rescue Committee UK,irc_uk,137,1,2,1,1,1547897,GB-CHC-1065972,1,GB-CHC-1065972,1,1
IREX (International Research and Exchange Board),irex,14,1,2,1,1,132192,US-EIN-22-3087809,1,US-EIN-22-3087809,1,1
Irise International,irise_int,1,0,1,1,0,24897,GB-CHC-1157722,1,GB-CHC-1157722,1,1
Ireland - Department of Foreign Affairs,irishaid,19478,1,14,13,1,37687918,XM-DAC-21-1,3,Not disclosed;XM-DAC-21-1;null,4,0;1;2;null
Islamic Relief Worldwide,irw,27,1,2,1,1,551289,GB-CHC-328158,1,GB-CHC-328158,1,0
Initiative Sankofa d'Afrique de l'Ouest,isdao,4,0,1,1,0,264675,GH-RGD-CG200980721,1,GH-RGD-CG200980721,2,1;2
Islamic Development Bank,isdb,1648,1,3,2,1,48334952,XM-DAC-46025,1,XM-DAC-46025,1,null
The Institute for Strategic Dialogue,isdglobal,1,0,1,1,0,4945,GB-COH-06581421,1,GB-COH-06581421,1,1
ISEAL,iseal,1,1,2,1,1,21248,GB-COH-4625800,1,GB-COH-4625800,1,1
Institute for Security Studies,issafrica,4,0,1,1,0,590757,ZA-NPO-006-981,1,ZA-NPO-006-981,1,null
Itad,itad,9,1,9,8,1,72404,GB-COH-1869600,1,GB-COH-1869600,1,1
International Trade Centre (ITC),itc,207,1,2,1,1,4517040,XM-DAC-45001,1,XM-DAC-45001,1,null
ITECO - Centre de formation pour le développement,iteco,6,0,4,4,0,83482,BE-BCE_KBO-0415499795,1,BE-BCE_KBO-0415499795,2,1;2
IT for Change,itforchange,2,1,2,1,1,264590,IN-MHA-094421114,1,IN-MHA-094421114,1,1
Institute of Tropical Medicine,itm,35,1,3,2,1,378388,BE-BCE_KBO-0410057701,1,BE-BCE_KBO-0410057701,2,1;2
International Treatment Preparedness Coalition (ITPC),itpc,5,1,5,4,1,59958,BW-CIPA-CO20151011,1,BW-CIPA-CO20151011,1,2
International Union for Conservation of Nature and Natural Resources,iucn,7,1,3,2,1,174550,XM-DAC-30011,2,RW-MINAFFET-0766/09.06/32/16;XM-DAC-30011,2,1;null
IUCN Nederlands Comité,iucn_nl,48,0,1,1,0,1346173,NL-KVK-41180885,1,NL-KVK-41180885,1,null
Impunity Watch,iw_admin,3,1,2,1,1,275771,NL-KVK-30238214,1,NL-KVK-30238214,1,1
International Women's Development Agency,iwda,7,1,3,2,1,476205,AU-ACNC-19242959685,1,AU-ACNC-19242959685,1,1
Institute for War & Peace Reporting,iwpr,12,1,2,1,1,17905,GB-CHC-1027201,1,GB-CHC-1027201,1,1
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,10,0,1,1,0,144317,MY-SSM-199601006465,1,MY-SSM-199601006465,1,1
Integrated Water Resources Management Programme,iwrm,2,1,2,1,1,20489,XM-DAC-7-PPR-4000002894,1,XM-DAC-XM-DAC-7-PPR-4000002894,1,1
Interact Worldwide,iww_publish,4,0,4,4,0,13064,GB-CHC-1001698,1,GB-CHC-1001698,1,1
International Youth Alliance for Family Planning,iyafp,1,1,2,1,1,4607,US-EIN-47-5049026,1,US-EIN-47-5049026,1,1
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,81,1,2,1,1,325920,DE-CR-RA000220-HRB7745,1,DE-CR-7745,1,1
Association des Editeurs du Magazine Jimbere,j2022,2,1,2,1,1,197966,BI-NIF-4001055070,1,BI-NIF-4001055070,1,1
Perhimpunan Pengembangan Media Nusantara,ja_ppmn,1,1,2,1,1,5619,ID-KHH-0000871,1,ID-KHH-0000871,1,1
Just Associates,jass,34,0,2,2,0,1553874,US-EIN-06-1597-668,1,US-EIN-06-1597-668,2,1;null
Jeevika Trust,jeevika_trust,1,0,1,1,0,5578,GB-CHC-291167,1,GB-CHC-291167,1,1
Justice For All Prison Fellowship Ethiopia,jfa-pfe,4,0,1,1,0,59143,ET-CSA-1327,1,XI-IATI-ET-CSA-1327,1,1
Japan International Cooperation Agency (JICA),jica,271,1,2,1,1,1356650,XM-DAC-701-8,1,XM-DAC-701-8,1,1
Jinja district union of persons with disabilities,jidu2021,1,0,1,1,0,3753,UG-204CBO-JJA02202000348,1,UG-204CBO-628,1,1
Joshua Orphan and Community Care,jocc_uk,1,1,2,1,1,25906,GB-CHC-1114727,1,GB-CHC-1114727,1,1
Jordan Open Source Association,josa,1,1,2,1,1,116162,JO-MSD-2011101100001,1,JO-MSD-2011101100001,1,1
JoWomenomics,jowomenomics,3,1,2,1,1,96031,JO-MSD-200159274,1,JO-MSD-200159274,1,1
Justice & Peace Netherlands,jp-nl,2,1,2,1,1,13736,NL-KVK-41150792,1,NL-KVK-41150792,1,1
Abdul Latif Jameel Poverty Action Lab at MIT,jpal,4,1,2,1,1,233723,US-EIN-042103594,1,US-EIN-042103594,1,1
Jordan River Foundation,jrf,3,0,1,1,0,52026,XM-OCHA-HPC3664,1,XM-OCHA-HPC3664,1,1
Jordan River Foundation,jrf_2022,1,1,2,1,1,3590,XM-OCHA-HP3664,1,XM-OCHA-HP3664,1,1
Kadaster International,kad,5,0,1,1,0,27453,NL-KVK-08215619-201210000,2,NL-KVK-08215619-201210000;null,1,1
Karuna Trust,karuna,2,0,1,1,0,5544,GB-CHC-327461,1,GB-CHC-327461,1,1
