name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
w_r_c,Women's Refugee Commission,0,not_specified,0,0,0,"15 West 37th Street, 9th Floor
New York, New York 10018",0,0,US-EIN-463668128,0,0,0,US,"The Women's Refugee Commission improves the lives and protects the rights of women, children and youth displaced by conflict and crisis. We research their needs, identify solutions and advocate for programs and policies to strengthen their resilience and drive change in humanitarian practice. Since our founding in 1989, we have been a leading expert on the needs of refugee women and children, and the policies that can protect and empower them. ",0,0,0,21,0,notspecified,active,0
ospl_2016,Octavo Solutions Pvt. Ltd.,0,not_specified,0,0,0,011-40536561/29230512,http://www.octavosolutions.com/images/OSPL-Logo.jpg,0,0,0,0,0,IN,0,0,0,0,70,0,notspecified,active,0
us01,Yayasan Ubah Stigma,0,not_specified,0,0,0,0,0,0,ID-DJP-414150060453000,0,0,0,0,0,0,0,0,22,0,other-open,active,0
p-t-f-,Programming Their Future,0,not_specified,0,0,0,"Kapteynstraat 1, 2201 BB Noordwijk",0,0,NL-KVK-74064800,0,0,0,NL,0,0,0,0,80,0,odc-pddl,active,0
corus,Corus International,0,not_specified,0,0,0,1730 M Street NW Suite 1100 Washington DC 20036,0,0,US-EIN-843236198,0,0,0,US,0,0,0,0,21,0,cc-by,active,0
vso_nl,Stichting VSO Nederland,0,not_specified,0,0,0,"Weg der Verenigde Naties 1,
3527 KT Utrecht,
Netherlands",https://upload.wikimedia.org/wikipedia/commons/0/08/Voluntary_Service_Overseas_%28VSO%29_logo.png,0,NL-KVK-41155934,0,0,0,NL,0,0,0,0,21,0,cc-zero,active,0
isdb,Islamic Development Bank,0,annually,0,0,0,"Islamic Development Bank
8111 King Khalid Street
Al Nuzla Al Yamania District
Unit No. 1
Jeddah 22332-2444
Kingdom of Saudi Arabia 

Tel: +966-12- 6361400
Fax: +966-12-6366871

",0,0,XM-DAC-46025,0,0,0,SA,0,0,0,0,40,0,cc-by,active,0
kfaed,Kuwait Fund for Arab Economic Development,0,not_specified,0,0,0,0,https://www.kuwait-fund.org/KFundLayouts-layouttpl/images/en/logo_kf.png,0,XM-OCHA-HPC8888,0,0,0,KW,0,0,0,0,10,0,cc-by,active,0
cesvi,Cesvi,0,not_specified,0,0,0,0,0,0,IT-CF-95008730160,0,0,0,IT,0,0,0,0,21,0,odc-by,active,0
agresults,AgResults Initiative,0,quarterly,0,0,0,0,http://agresults.org/skins/default/images/logo.png,0,XI-IATI-AGR,Distinct projects with sub-components,0,0,0," AgResults is a $122 million collaborative initiative between the governments of Australia, Canada, the United Kingdom, the United States, and the Bill & Melinda Gates Foundation to incentivize the private sector to overcome market barriers and develop solutions to food security and agricultural challenges that disproportionately affect people living in poverty. The initiative designs and implements agriculture-focused prize competitions, also referred to as pay-for-results or pull mechanisms, which are innovative development finance programs that engage the private sector to work towards a defined goal to receive a monetary award.",0,0,0,40,Separate per project,odc-by,active,Quarterly
pwyf,Publish What You Fund,"The initial tranche of data will be released at the end of November/December 2011. From the end of January 2012, the data will be republished monthly.",not_specified,0,0,0,0,0,0,GB-COH-07676886,"The data will be structured by the three workstreams: Workstream 1, Advocacy and Communications; Workstream 2, Research and Monitoring; Workstream 3, Governance",0,"The initial data release at the end of November/December 2011 will only cover budgeted activities for 2011-12. However, from the end of January we will begin to release detailed actual financial data.",GB,"Publish What You Fund is the global campaign for increasing transparency in international aid. 
 
Publish What You Fund was launched in 2008 by a coalition of governance, aid effectiveness and access to information organisations. We work closely with partners from the aid, development and freedom-of-information communities in donor and recipient countries, as well as holding strong relationships with donor and recipient governments, international organisations and the private sector.",0,0,0,21,"As Publish What You Fund operates at an international rather than country level, the data is published as a single file.",odc-pddl,active,"The initial data release at the end of November/December 2011 will only cover budgeted activities for 2011-12. However, from the end of January we will begin to release detailed actual financial data. There will be a maximum of one month between the data becoming available and the data being published."
somo,Stichting Onderzoek Multinationale Ondernemingen (SOMO),0,quarterly,0,Yes,0,"Centre for Research on Multinational Corporations (SOMO)
Sarphatistraat 30
1018 GL Amsterdam
Netherlands
Tel: +31 (0)20 639 12 91 (9 AM - 5 PM CET)
Mail: info@somo.nl",https://www.somo.nl/wp-content/uploads/2016/07/image-300x109.jpeg,0,NL-KVK-41223308,0,0,0,NL,"The Centre for Research on Multinational Corporations (SOMO) is a critical, independent, not-for-profit knowledge centre on multinationals. Since 1973 we have investigated multinational corporations and the impact of their activities on people and the environment. We provide custom-made services (research, consulting and training) to non-profit organisations and the public sector. We strengthen collaboration between civil society organisations through our worldwide network. In these three ways, we contribute to social, environmental and economic sustainability.",0,0,0,80,0,cc-by-sa,active,0
niras_uk,NIRAS Group (UK) Limited,0,quarterly,0,0,0,"Kings Court Ride, Kings Ride, Ascot, Berkshire, SL5 7JR",0,0,GB-COH-01250443,GBP,0,0,GB,"NIRAS is a value-driven, multi-disciplinary consultancy fundamentally committed to sustainable progress and service delivery. We work across a broad spectrum of areas – such as energy, water, fund management, and rural and economic development – to build capacity and create sustainable development solutions for a better, more equal and stable world.",0,0,0,70,0,other-open,active,0
mmt,Marr-Munning Trust,0,not_specified,0,0,0,0,0,0,GB-CHC-1153007,0,0,0,GB,0,0,0,0,60,0,notspecified,active,0
cda,CDA Collaborative Learning Projects,quarterly,0,0,0,none,"Peter Woodrow, pwoodrow@cdainc.com",0,0,US-IRS-562339052,projects,0,0,US,0,0,0,0,21,unsegmented,notspecified,active,0
aias,Administração de Infra-Estruturas de Águas e Saneamento,0,quarterly,0,No,0,"Avenida Eduardo Mondlane 1352
Maputo
Mozambique
",0,0,MZ-NUIT-700098168,AIAS will use IATI to publish on a Dutch Embassy financed project. The project consists of 4 components,0,0,MZ,"AIAS manages the property of the secondary public systems for water supply (130) and for the residual water drainage public systems (151), promoting their autonomous efficient and financially feasible operational management through assignment to private operators or other third party entities. ",0,0,0,10,No,notspecified,active,One month
af,Adaptation Fund,Approximatively twice a year,not_specified,0,Currently not available- website going through maintenance,NA,"Adaptation Fund Board Secretariat 
c/o Global Environment Facility 
Mail stop: MSN P-4-400 1818 H Street NW 
Washington DC  20433 USA 
",0,0,XM-DAC-47111,Projects and programmes,None,Operational/sub to change,US,"The Adaptation Fund was established to finance concrete adaptation projects and programmes in developing countries that are parties to the Kyoto Protocol and are particularly vulnerable to the adverse effects of climate change. Over the past three years, the fund has dedicated more than US$ 190 million to increase climate resilience in 28 countries around the world.
 
  Climate change is increasing the burdens of the poorest people in the world, who are often hardest hit by weather catastrophes, desertification, and rising sea levels, but who have contributed the least to the problem of global warming. In some parts of the world, climate change has already contributed to worsening food security, reduced the predictable availability of fresh water, and exacerbated the spread of disease and other threats to human health. 
 
  Helping the most vulnerable countries and communities is an increasing challenge and imperative for the international community, especially because climate adaptation requires significant resources beyond what is already needed to achieve international development objectives
",NA,0,None,40,No,odc-by,active,Publish anytime new projects are approved by the Board
iag_llp,Impetus Advisory Services LLP,0,not_specified,0,0,0,"3rd floor, Ali Plaza, Plot No. 1-E, Jinnah Avenue, Blue Area Islamabad. ",0,0,0142872,0,0,0,PK,0,0,0,0,70,0,other-open,active,0
oww,Oxfam Wereldwinkels,0,not_specified,0,0,0,"Ververijstraat 17
9000 Gent
Belgium",0,0,BE-BCE_KBO-0415365777,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
hpc,Higher Population Council,0,annually,0,0,0,"Al Madinah Al Munawwarah Street - opposite to the Jordanian Hashemite Fund for Human Development
Box 5118 Amman, Postal Code 11183, Jordan
Tel: 5560741 (6 + 962)
Fax 5519210 (6 +962)

",https://www.hpc.org.jo/sites/all/themes/hpc/images/logo01.png,0,JO-COA-1701-HPC,0,0,0,JO,"The Higher Population Council acts as a reference for all population issues and information in Jordan related to development, and contributes to setting policies, strategies and action plans related to population and development in accordance with best practices, following up and evaluating their implementation, gaining support and raising awareness about them while strengthening national capacities in this field in coordination with partners and stakeholders to achieve sustainable development and achieving justice and equal opportunities.",0,0,0,15,0,odc-by,active,0
blue,West Africa Blue,0,not_specified,0,0,0,0,0,0,MU-CR-C191439,0,0,0,MU,0,0,0,0,70,0,cc-by,active,0
plannlno,Plan International Netherlands,0,quarterly,0,0,0,"Stadhouderskade 60
1072 AC Amsterdam
Netherlands",0,0,NL-KVK-41198890,projects and programmes,"We are currently publishing all activities which have a donor requirement for IATI publishing (the ministry of foreign affairs and others) and are in the process of publishing all others activities too, expecting to complete that process in 2019.",0,NL,Rightsbased child centered community development organisation,0,0,0,21,"We have two levels: programmes and projects. Both are activities, linked by parent-child relationships through the related activity tag. Some projects have no parent, some do.",cc-by,active,Within 30 days after end of quarter
hrf,Human Relief Foundation,0,quarterly,0,0,0,"2 Claremont
Bradford
BD7 1BQ
West Yorkshire, UK",0,0,GB-CHC-1126281,one activity = one programme,"Activities or parts of activities may be excluded for reason of safety and security of local communities, staff and partner organisations where HRF works in sensitive contexts.",Published data has not been audited but has been internally verified.,GB,"Launched in 1991, HRF seeks to promote sustainable economic and social development by working with local communities through relief and developmental programmes, supporting them to build a better life and find their own solutions to global problems.

Human Relief Foundation is governed by a Board of Trustees and run by a team of dedicated staff and volunteers. The foundation is internationally recognised and in April 2003 was granted Special Consulative Status with the Economic and Social Council of the United Nations.

HRF is a signatory of the Code of Conduct for the International Red Cross and Red Crescent Societies and has a partnership agreement with the European Commission Humanitarian Aid (ECHO). It is also a member of the British Overseas National Development Forum (BOND).",0,0,none,21,unsegmented,cc-by-sa,active,up to 3 months after the end of a quarter
