Publisher Name,Publisher Registry Id,Publisher Type,Number of Activities,Publishing Humanitarian,Using Humanitarian Attribute,Appeal or Emergency Details,Clusters,Humanitarian Score
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,National NGO,0,0,0.0,0.0,0.0,0.0
MedicineAfrica Ltd.,medafrica,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Medicos del Mundo,mdm_spain,International NGO,1,100,100.0,0.0,0.0,50.0
Memisa,memisa,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Meningitis Research Foundation,mrf,International NGO,0,0,0.0,0.0,0.0,0.0
Mensen met een Missie,mm1,National NGO,0,0,0.0,0.0,0.0,0.0
Mercy Corps Europe,mce,International NGO,6,100,100.0,16.666666666666664,0.0,54.166666666666664
Mercy Corps Global,mcg,International NGO,0,0,0.0,0.0,0.0,0.0
Mercy Corps Netherlands,mcn,International NGO,0,0,0.0,0.0,0.0,0.0
Mercy Ships UK Limited,msuk,International NGO,0,0,0.0,0.0,0.0,0.0
Mercy-USA for Aid and Development,mercy-usa,International NGO,2,100,100.0,0.0,100.0,75.0
MICAIA,mic-uk,International NGO,0,0,0.0,0.0,0.0,0.0
Micaia Foundation,micfound,National NGO,0,0,0.0,0.0,0.0,0.0
Micro Insurance Academy,mia_india,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
MicroLoan Foundation,mlf,International NGO,0,0,0.0,0.0,0.0,0.0
Miel Maya Honing asbl,mmha,National NGO,0,0,0.0,0.0,0.0,0.0
Mifumi UK,mifumi_uk,International NGO,0,0,0.0,0.0,0.0,0.0
Milieudefensie,foenl,National NGO,0,0,0.0,0.0,0.0,0.0
Millennium Challenge Corporation,millenniumchallenge,Government,0,0,0.0,0.0,0.0,0.0
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,Government,0,0,0.0,0.0,0.0,0.0
Ministry of Foreign Affairs of  Japan,mofa-jpn,Government,0,0,0.0,0.0,0.0,0.0
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,Government,199,100,0.0,0.0,0.0,25.0
Ministère de l'Economie et des Finances du Bénin,mefbenin,Government,0,0,0.0,0.0,0.0,0.0
Minority Rights Group,mrg,International NGO,1,100,100.0,0.0,0.0,50.0
Mission Øst,missioneast,International NGO,28,100,64.28571428571429,0.0,0.0,41.07142857142857
Mondiaal FNV (Stichting),mondiaalfnv,National NGO,0,0,0.0,0.0,0.0,0.0
Montrose International LLP,montrose_llp,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
mothers2mothers,m2m_sa,International NGO,0,0,0.0,0.0,0.0,0.0
Motivation,motivation,International NGO,0,0,0.0,0.0,0.0,0.0
Mott MacDonald Limited,mml,Private Sector,0,0,0.0,0.0,0.0,0.0
MSI Reproductive Choices,msi,International NGO,0,0,0.0,0.0,0.0,0.0
Mukisa Foundation,mukisa_foundation,National NGO,0,0,0.0,0.0,0.0,0.0
Mulanje Mission Hospital,mmh,National NGO,0,0,0.0,0.0,0.0,0.0
Multilateral Investment Fund,fomin,Multilateral,0,0,0.0,0.0,0.0,0.0
Musalaha Ministry of Reconciliation,mmr_admin2,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Musawah Global Vision Berhad,musawah,International NGO,1,100,100.0,0.0,0.0,50.0
Muslim Aid,muslimaid,International NGO,0,0,0.0,0.0,0.0,0.0
MVO Nederland,mvo_nederland,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Mwatana for Human Rights,mwatana,National NGO,0,0,0.0,0.0,0.0,0.0
Mzumbe University,m_u,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Médecins Sans Vacances,msv,National NGO,0,0,0.0,0.0,0.0,0.0
Nadji.Bi Sénégal SUARL,sn-ninea-50255162x2,Private Sector,0,0,0.0,0.0,0.0,0.0
NAGAAD,nagaad,National NGO,1,100,100.0,0.0,0.0,50.0
Nairobi Climate Network,theclimatenetwork,National NGO,0,0,0.0,0.0,0.0,0.0
"Namati, Inc",namati_inc,International NGO,0,0,0.0,0.0,0.0,0.0
Nathan Associates London Ltd.,nathan,Private Sector,0,0,0.0,0.0,0.0,0.0
National Coalition of Human Rights Defenders - Kenya,nchrdk,National NGO,0,0,0.0,0.0,0.0,0.0
National Union of Women With Disabilities of Uganda,nuwodu,National NGO,0,0,0.0,0.0,0.0,0.0
Natural Justice,nj_1,Regional NGO,9,100,100.0,0.0,0.0,50.0
Natural Resource Governance Institute (NRGI),nrgi,International NGO,0,0,0.0,0.0,0.0,0.0
"Natural Resources Institute, University of Greenwich.",nri,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Nature and Development Foundation,ndf_fgm,National NGO,0,0,0.0,0.0,0.0,0.0
NatureFinance,nf2022,International NGO,0,0,0.0,0.0,0.0,0.0
Near East Foundation (NEF USA),nef_usa,International NGO,0,0,0.0,0.0,0.0,0.0
Near East Foundation Mali (NEF Mali),nef_mali,International NGO,0,0,0.0,0.0,0.0,0.0
Near East Foundation UK (NEF UK),nef-uk,International NGO,0,0,0.0,0.0,0.0,0.0
Neem Foundation,neem,National NGO,0,0,0.0,0.0,0.0,0.0
Neopenda,neopenda,Private Sector,0,0,0.0,0.0,0.0,0.0
Neotree,nt_2024,International NGO,0,0,0.0,0.0,0.0,0.0
Nepal Disabled Human Rights Center,dhrc_nepal,National NGO,1,100,100.0,0.0,0.0,50.0
Nepal Netra Jyoti Sangh,nnjs_nepal,National NGO,0,0,0.0,0.0,0.0,0.0
Nesta,nesta,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Netherlands - Ministry of Foreign Affairs,minbuza_nl,Government,645,100,98.6046511627907,0.6201550387596899,0.0,49.8062015503876
Netherlands Advisory Board on Impact Investing,thenab,National NGO,0,0,0.0,0.0,0.0,0.0
Netherlands Commission for Environmental Assessment,ncea,Foundation,0,0,0.0,0.0,0.0,0.0
Netherlands Enterprise Agency (RVO),rvo,Government,64,100,0.0,0.0,0.0,25.0
Netherlands Food Partnership,nfp,Foundation,0,0,0.0,0.0,0.0,0.0
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,International NGO,0,0,0.0,0.0,0.0,0.0
Netherlands Organisation for Scientific Research (NWO),nwo,Government,0,0,0.0,0.0,0.0,0.0
Netherlands Red Cross,nlrc,International NGO,960,100,100.0,51.87500000000001,0.0,62.96875
Netherlands Space Office,nso,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Netherlands Water Partnership,nwp,Foundation,0,0,0.0,0.0,0.0,0.0
Network for Africa,network4africa,International NGO,0,0,0.0,0.0,0.0,0.0
Network For Enterprise Enhancement and Development Support,needs,National NGO,0,0,0.0,0.0,0.0,0.0
Nevadic Limited,nvd_12,Private Sector,0,0,0.0,0.0,0.0,0.0
New York University,nyu,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,Government,398,100,100.0,0.0,0.0,50.0
NGO Federation of Nepal,nfn,National NGO,0,0,0.0,0.0,0.0,0.0
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,National NGO,0,0,0.0,0.0,0.0,0.0
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,National NGO,0,0,0.0,0.0,0.0,0.0
NIRAS A/S,niras,Private Sector,0,0,0.0,0.0,0.0,0.0
NIRAS Group (UK) Limited,niras_uk,Private Sector,0,0,0.0,0.0,0.0,0.0
NKHOMA MISSION HOSPITAL,nmhiati,National NGO,0,0,0.0,0.0,0.0,0.0
NLR,nlr,International NGO,1,100,100.0,0.0,0.0,50.0
NLR Indonesia,nlr_indonesia,National NGO,0,0,0.0,0.0,0.0,0.0
Non-Timber Forest Products Exchange Programme,ntfp-ep,Regional NGO,0,0,0.0,0.0,0.0,0.0
Nonviolent Peaceforce South Sudan,npss,International NGO,49,100,100.0,0.0,0.0,50.0
Norad - Norwegian Agency for Development Cooperation,norad,Government,928,100,0.0,0.0,0.0,25.0
NORSAAC,norsaac,National NGO,0,0,0.0,0.0,0.0,0.0
Northern Ireland Cooperation Overseas Ltd,nico,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Northern Network for Education Development,nned,National NGO,5,100,100.0,0.0,0.0,50.0
Northern Rangelands Trust,nrt-kenya,National NGO,0,0,0.0,0.0,0.0,0.0
Norwegian People's Aid,npa,International NGO,10,100,100.0,0.0,0.0,50.0
Norwegian Refugee Council,nrc,International NGO,149,100,35.57046979865772,3.3557046979865772,0.0,34.73154362416107
"NpM, Platform for Inclusive Finance",npm,National NGO,0,0,0.0,0.0,0.0,0.0
Nuffic,nuffic20171017,"Academic, Training and Research",28,100,7.142857142857142,0.0,0.0,26.785714285714285
Nutrition International,nutritionintl,International NGO,0,0,0.0,0.0,0.0,0.0
Obodo Centre for Advocacy and Equal Rights,obodo_ng,National NGO,15,100,100.0,0.0,0.0,50.0
Ocean Risk and Resilience Action Alliance,orraa_inc,International NGO,11,100,100.0,0.0,0.0,50.0
OCHA Country Based Pooled Funds,unocha-cbpf,Multilateral,15431,100,100.0,9.208735661979132,0.0,52.30218391549478
ODI Global,odi,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
ODI Global Advisory Ltd,odi_sales_ltd,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
OECD,oecd,Multilateral,0,0,0.0,0.0,0.0,0.0
Office for National Statistics,ons,Government,0,0,0.0,0.0,0.0,0.0
Okapi Consulting,okapiconsulting,International NGO,1,100,100.0,0.0,0.0,50.0
Olamma Cares Foundation,olammacares,National NGO,1,100,100.0,0.0,0.0,50.0
Omidyar Network Fund Inc.,omidyarnetwork,Foundation,0,0,0.0,0.0,0.0,0.0
One Acre Fund,oneacrefund,International NGO,0,0,0.0,0.0,0.0,0.0
One to One Children's Fund,onetoonecf,International NGO,0,0,0.0,0.0,0.0,0.0
One Young World,oyw,National NGO,0,0,0.0,0.0,0.0,0.0
ONG ALCRER,alcrer-1,National NGO,0,0,0.0,0.0,0.0,0.0
Open Capital Advisors,oca,Private Sector,0,0,0.0,0.0,0.0,0.0
openmindedly,openmindedly,Private Sector,0,0,0.0,0.0,0.0,0.0
OpenNorth,opennorth,International NGO,0,0,0.0,0.0,0.0,0.0
Opportunity International Savings and Loans Ltd,oisl_gh,Private Sector,0,0,0.0,0.0,0.0,0.0
Opportunity International UK,opportunity-international-uk,International NGO,0,0,0.0,0.0,0.0,0.0
Options Consultancy Services,options,Private Sector,0,0,0.0,0.0,0.0,0.0
Orbis Africa,orbis_africa,International NGO,0,0,0.0,0.0,0.0,0.0
Orbis Charitable Trust,orbis_uk,International NGO,0,0,0.0,0.0,0.0,0.0
Orbis Ethiopia,orbis_ethiopia,National NGO,0,0,0.0,0.0,0.0,0.0
Orbis International,orbis_international,International NGO,0,0,0.0,0.0,0.0,0.0
Organizacion para la Educacion y Proteccion Ambiental -OpEPA-,opepa,National NGO,1,100,100.0,0.0,0.0,50.0
OurLoop Stitchting,loop,Foundation,1,100,100.0,0.0,0.0,50.0
Outreach Egypt,outreach_egypt,Private Sector,0,0,0.0,0.0,0.0,0.0
Oxfam America,oxfamus,International NGO,63,100,100.0,0.0,0.0,50.0
Oxfam Australia,oau,International NGO,59,100,100.0,0.0,0.0,50.0
Oxfam GB,oxfamgb,International NGO,0,0,0.0,0.0,0.0,0.0
Oxfam IBIS,ibis_denmark,International NGO,22,100,100.0,0.0,0.0,50.0
Oxfam India,oxfamindia,National NGO,0,0,0.0,0.0,0.0,0.0
Oxfam Intermón,oxfamintermon,International NGO,18,100,100.0,0.0,0.0,50.0
Oxfam Novib,onl,International NGO,1504,100,100.0,6.648936170212766,26.9281914893617,58.39428191489362
Oxfam Solidarité-Solidariteit,oxsol,National NGO,0,0,0.0,0.0,0.0,0.0
Oxfam Wereldwinkels,oww,National NGO,0,0,0.0,0.0,0.0,0.0
Oxfam-Magasins du monde (omdm),omdm,National NGO,0,0,0.0,0.0,0.0,0.0
Oxfam-Quebec,oqc,International NGO,0,0,0.0,0.0,0.0,0.0
Oxford Policy Management,opml,Private Sector,0,0,0.0,0.0,0.0,0.0
Pact,pact,International NGO,0,0,0.0,0.0,0.0,0.0
Palestinian Working Women Society for Development,pwwsd_2022,National NGO,0,0,0.0,0.0,0.0,0.0
Palladium Europe,palladium_eur,Private Sector,0,0,0.0,0.0,0.0,0.0
Palladium International Ltd (UK),palladium,Private Sector,0,0,0.0,0.0,0.0,0.0
Palliative Care Association of Malawi,pacam,National NGO,0,0,0.0,0.0,0.0,0.0
Palliative Care Support Trust,pcst,National NGO,0,0,0.0,0.0,0.0,0.0
Pan Africa ILGA,pai155669,Regional NGO,0,0,0.0,0.0,0.0,0.0
Pan African Climate Justice Alliance,pacja,International NGO,0,0,0.0,0.0,0.0,0.0
Panos Institute West Africa (PIWA),ipao,International NGO,0,0,0.0,0.0,0.0,0.0
Paradigm Initiative,paradigm,International NGO,1,100,100.0,0.0,0.0,50.0
Parhelion Underwriting Limited,pul,Private Sector,1,100,100.0,0.0,0.0,50.0
Particip GmbH,particip,Private Sector,0,0,0.0,0.0,0.0,0.0
Partnership for African Social & Governance Research (PASGR),pasgr,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
partos,partos_nl,National NGO,0,0,0.0,0.0,0.0,0.0
Pastoralist Girls Initiative,pgi_kenya,National NGO,0,0,0.0,0.0,0.0,0.0
PATH,_path_,International NGO,0,0,0.0,0.0,0.0,0.0
Pathfinder International,pathfinder1,International NGO,0,0,0.0,0.0,0.0,0.0
PATTIRO,pattiro,National NGO,0,0,0.0,0.0,0.0,0.0
PAX,pax,International NGO,1,100,0.0,0.0,0.0,25.0
PCP Uganda Limited,pcp-ug_125289,Private Sector,0,0,0.0,0.0,0.0,0.0
Peace Brigades International,pbi_io,International NGO,0,0,0.0,0.0,0.0,0.0
Peace Corp,peace,Government,0,0,0.0,0.0,0.0,0.0
Peace Direct,peacedirect,International NGO,1,100,100.0,0.0,0.0,50.0
Peaceful Change initiative,pci,International NGO,0,0,0.0,0.0,0.0,0.0
PEAS (Promoting Equality in African Schools),peas,International NGO,0,0,0.0,0.0,0.0,0.0
Pegasys Limited,pegasys-eu,Private Sector,0,0,0.0,0.0,0.0,0.0
Penal Reform International,pri,International NGO,0,0,0.0,0.0,0.0,0.0
People In Aid,peopleinaid,International NGO,0,0,0.0,0.0,0.0,0.0
People in Need,pin,International NGO,16,100,0.0,0.0,0.0,25.0
People's Process on Housing and Poverty in Zambia,pphpz,International NGO,0,0,0.0,0.0,0.0,0.0
Perhimpunan Pengembangan Media Nusantara,ja_ppmn,National NGO,0,0,0.0,0.0,0.0,0.0
PHASE Nepal,phase-nepal,National NGO,0,0,0.0,0.0,0.0,0.0
PHASE Worldwide,phase_worldwide,International NGO,1,100,0.0,0.0,0.0,25.0
Plan International Belgium,pib,National NGO,0,0,0.0,0.0,0.0,0.0
Plan International Finland,planinternationalfinland,International NGO,1,100,0.0,0.0,0.0,25.0
Plan International Netherlands,plannlno,International NGO,118,100,100.0,0.0,0.0,50.0
Plan International UK,plan_uk,International NGO,166,100,92.16867469879519,0.0,0.0,48.0421686746988
Plan International USA,plan_usa,International NGO,0,0,0.0,0.0,0.0,0.0
Plan Ireland Charitable Assistance Limited,plan_ireland,International NGO,0,0,0.0,0.0,0.0,0.0
PlanBørnefonden,plb,International NGO,19,100,100.0,0.0,0.0,50.0
Plataforma Moçambicana da Água (PLAMA),plama,National NGO,0,0,0.0,0.0,0.0,0.0
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,National NGO,0,0,0.0,0.0,0.0,0.0
PONT,pont,International NGO,0,0,0.0,0.0,0.0,0.0
Pontis Foundation,pontis,Foundation,0,0,0.0,0.0,0.0,0.0
Population Media Center,pmc,International NGO,0,0,0.0,0.0,0.0,0.0
Population Service International,psi,International NGO,22,100,100.0,0.0,0.0,50.0
Population Services and Training Centre (PSTC),pstc_1102,National NGO,0,0,0.0,0.0,0.0,0.0
Population Services Kenya,pskenya_19,National NGO,0,0,0.0,0.0,0.0,0.0
Positive Vibes Trust,pv,International NGO,0,0,0.0,0.0,0.0,0.0
PositiveNegatives,posneg,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Power International,power,International NGO,0,0,0.0,0.0,0.0,0.0
PPAG,ppag_123,National NGO,1,100,100.0,0.0,0.0,50.0
PRACTICA Foundation,practica,Foundation,0,0,0.0,0.0,0.0,0.0
Practical Action,pa,International NGO,6,100,0.0,0.0,0.0,25.0
Pragya India,pragya,National NGO,0,0,0.0,0.0,0.0,0.0
PRI Association,pri_icf,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
PricewaterhouseCoopers Private Limited India,pwcplindia,Private Sector,0,0,0.0,0.0,0.0,0.0
Prince Claus Fund,pcf,International NGO,0,0,0.0,0.0,0.0,0.0
Private Infrastructure Development Group,pidg,Multilateral,0,0,0.0,0.0,0.0,0.0
PRO-FEMMES TWESE HAMWE,profemmes,National NGO,1,100,100.0,0.0,0.0,50.0
Programming Their Future,p-t-f-,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Progressio (closed),progressio,International NGO,0,0,0.0,0.0,0.0,0.0
Project Harar,phe,International NGO,0,0,0.0,0.0,0.0,0.0
Projet Jeune Leader,pjl,National NGO,0,0,0.0,0.0,0.0,0.0
Promundo-US,pmo-us,International NGO,0,0,0.0,0.0,0.0,0.0
Prospero Limited,prospero,National NGO,1,100,100.0,100.0,0.0,75.0
Protecting Families Against HIV/AIDS,prefa_1,National NGO,2,100,100.0,0.0,0.0,50.0
PT Arup Indonesia,ptarupidn,Private Sector,0,0,0.0,0.0,0.0,0.0
PUBLIC HEALTH FOUNDATION OF INDIA,phfi,National NGO,1,100,100.0,0.0,0.0,50.0
Public International Law & Policy Group,pilpg,National NGO,1,100,100.0,0.0,0.0,50.0
Publish What You Fund,pwyf,International NGO,0,0,0.0,0.0,0.0,0.0
PUM Netherlands,pumnl,International NGO,0,0,0.0,0.0,0.0,0.0
Pump Aid,pumpaid,International NGO,0,0,0.0,0.0,0.0,0.0
PwC,pwc,Private Sector,0,0,0.0,0.0,0.0,0.0
Queen Rania Foundation for Education and Development,qrfed,National NGO,0,0,0.0,0.0,0.0,0.0
Quinoa,quinoa,National NGO,0,0,0.0,0.0,0.0,0.0
Rabo Foundation,rabofoundation,Foundation,0,0,0.0,0.0,0.0,0.0
Rabo Partnerships,rabo_partnerships,Private Sector,0,0,0.0,0.0,0.0,0.0
Radio La Benevolencija,rlb,International NGO,0,0,0.0,0.0,0.0,0.0
Radios Rurales Internationales,bfrri,National NGO,0,0,0.0,0.0,0.0,0.0
Rahnuma-Family Planning Assocation of Pakistan,rfpap,National NGO,0,0,0.0,0.0,0.0,0.0
Railway Children,rc,International NGO,1,100,100.0,0.0,0.0,50.0
Railway Children Africa,rc2africa,National NGO,0,0,0.0,0.0,0.0,0.0
RAIN Foundation (former),rainfoundation,International NGO,0,0,0.0,0.0,0.0,0.0
Rainbow Railroad,rr_qfdi,International NGO,0,0,0.0,0.0,0.0,0.0
Rainforest Action Network,ran,International NGO,0,0,0.0,0.0,0.0,0.0
Rainforest Alliance,rainforest-alliance,International NGO,0,0,0.0,0.0,0.0,0.0
Rainforest Foundation UK,rfuk,International NGO,0,0,0.0,0.0,0.0,0.0
Raleigh International,raleigh_int,International NGO,0,0,0.0,0.0,0.0,0.0
RCN Justice & Démocratie,rcn,National NGO,0,0,0.0,0.0,0.0,0.0
Reach A Hand Uganda,rahuug,National NGO,0,0,0.0,0.0,0.0,0.0
READ Foundation,read-foundation,International NGO,0,0,0.0,0.0,0.0,0.0
Red Cross Red Crescent Climate Centre,climate_centre,International NGO,0,0,0.0,0.0,0.0,0.0
Red Umbrella Fund,ruf,Foundation,0,0,0.0,0.0,0.0,0.0
RedOrange Media and Communications,redorange,Private Sector,0,0,0.0,0.0,0.0,0.0
RedR UK,redruk,International NGO,1,100,100.0,0.0,0.0,50.0
Regional Advisory Information and Network Systems,rains,National NGO,2,100,100.0,0.0,0.0,50.0
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,National NGO,0,0,0.0,0.0,0.0,0.0
Relief International UK,ri-uk,International NGO,0,0,0.0,0.0,0.0,0.0
Rene Moawad Foundation,rmf-lb,National NGO,0,0,0.0,0.0,0.0,0.0
Renewable Energy Performance Platform,repp,Private Sector,0,0,0.0,0.0,0.0,0.0
Republic of Korea,odakorea,Government,23,100,17.391304347826086,0.0,0.0,29.347826086956523
Resilience,resilience,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Resource Extraction Monitoring,rem,International NGO,0,0,0.0,0.0,0.0,0.0
Responsible Mining Foundation,rmf,Foundation,0,0,0.0,0.0,0.0,0.0
Restart Center,restartcenter,National NGO,1,100,100.0,0.0,0.0,50.0
Restless Development,restless,International NGO,0,0,0.0,0.0,0.0,0.0
Results for Development,r4d,International NGO,0,0,0.0,0.0,0.0,0.0
Retrak,retrak,International NGO,0,0,0.0,0.0,0.0,0.0
Right to Play Netherlands Foundation,rtp,International NGO,1,100,100.0,0.0,0.0,50.0
Right To Play UK,rtp_uk,International NGO,2,100,100.0,0.0,0.0,50.0
Rights and Resources Initaitive,rri,International NGO,0,0,0.0,0.0,0.0,0.0
Rijksakademie van beeldende kunsten,rabk,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Rikolto,rikolto,Foundation,0,0,0.0,0.0,0.0,0.0
Rikolto in Belgium,rikolto_belgium,National NGO,0,0,0.0,0.0,0.0,0.0
Riverrecycle Oy,riverrecycle,Private Sector,0,0,0.0,0.0,0.0,0.0
Rocky Mountain Institute,rmi,International NGO,0,0,0.0,0.0,0.0,0.0
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,National NGO,0,0,0.0,0.0,0.0,0.0
Rojiroti UK,rojiroti,International NGO,0,0,0.0,0.0,0.0,0.0
Romania Ministry of Foreign Affairs,uasd,Government,0,0,0.0,0.0,0.0,0.0
Rotary Clubs For Development,rc4d,National NGO,0,0,0.0,0.0,0.0,0.0
Royal Botanic Gardens Kew,rbg_kew,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Royal College of General Practitioners (RCGP),rcgp-international,National NGO,0,0,0.0,0.0,0.0,0.0
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Royal Commonwealth Ex-Sevices League,rcel,International NGO,1,100,100.0,0.0,0.0,50.0
Royal Institute of International Affairs,riia,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Royal National Lifeboat Institution (RNLI),rnli_international,International NGO,0,0,0.0,0.0,0.0,0.0
Royal Netherlands Football Association,knvb,Other Public Sector,0,0,0.0,0.0,0.0,0.0
Royal Society for the Protection of Birds,rspb_,International NGO,0,0,0.0,0.0,0.0,0.0
Royal Society of Tropical Medicine & Hygiene,rstmh,International NGO,0,0,0.0,0.0,0.0,0.0
Royal Tropical Institute,kit,International NGO,0,0,0.0,0.0,0.0,0.0
RUAF Foundation,ruaf,Foundation,0,0,0.0,0.0,0.0,0.0
Rutgers,rutgers,International NGO,0,0,0.0,0.0,0.0,0.0
Sabre Education Limited,sct,International NGO,0,0,0.0,0.0,0.0,0.0
Saferworld,saferworld,International NGO,0,0,0.0,0.0,0.0,0.0
Samaritan's Purse UK,spuk,International NGO,1,100,100.0,0.0,0.0,50.0
Samir Kassir Foundation,skf,National NGO,0,0,0.0,0.0,0.0,0.0
Sana'a Center for Strategic Studies,scss,National NGO,0,0,0.0,0.0,0.0,0.0
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,Private Sector,0,0,0.0,0.0,0.0,0.0
Savana Signatures,savsign-org,National NGO,0,0,0.0,0.0,0.0,0.0
Save the Children DK,redbarnet,International NGO,17,100,100.0,0.0,0.0,50.0
Save the Children International,sci,International NGO,0,0,0.0,0.0,0.0,0.0
Save the Children Netherlands,scnl,International NGO,103,100,100.0,1.9417475728155338,0.0,50.48543689320388
Save the Children UK,scuk,International NGO,0,0,0.0,0.0,0.0,0.0
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,National NGO,0,0,0.0,0.0,0.0,0.0
Scotland's International Development Alliance,sinda,Regional NGO,0,0,0.0,0.0,0.0,0.0
Scottish Catholic International Aid Fund (SCIAF),sciaf,International NGO,0,0,0.0,0.0,0.0,0.0
"SDSN Association, Inc.",sdsna,International NGO,0,0,0.0,0.0,0.0,0.0
Search for Common Ground (SFCG),sfcg,International NGO,0,0,0.0,0.0,0.0,0.0
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,International NGO,121,100,71.07438016528926,0.0,0.0,42.768595041322314
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,National NGO,0,0,0.0,0.0,0.0,0.0
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),spong-burkina,National NGO,0,0,0.0,0.0,0.0,0.0
Seefar,seefar,Private Sector,0,0,0.0,0.0,0.0,0.0
SeeYou Foundation,syf,International NGO,0,0,0.0,0.0,0.0,0.0
Sehat Kahani (Community Innovation Hub),sehatkahanicih,Private Sector,0,0,0.0,0.0,0.0,0.0
Self Help Africa,self-help-africa,International NGO,0,0,0.0,0.0,0.0,0.0
Send a Cow,sendacow,International NGO,0,0,0.0,0.0,0.0,0.0
Send a Cow Ethiopia,sacethiopia,National NGO,0,0,0.0,0.0,0.0,0.0
Send a Cow Kenya,sac_kenya,National NGO,1,100,100.0,0.0,0.0,50.0
Send a Cow Uganda,sacu,National NGO,0,0,0.0,0.0,0.0,0.0
Sense International,sense_international,International NGO,0,0,0.0,0.0,0.0,0.0
Sensorial Handicap Cooperation,shc,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Sexual Reproductive Health and Rights Africa Trust,srhr_africa_trust,Regional NGO,0,0,0.0,0.0,0.0,0.0
Shack Dwellers International - Kenya,sdi-k,National NGO,0,0,0.0,0.0,0.0,0.0
Sharkit Al Manhajyah Lelestsharat Al Tasweeqyeh,mset,Private Sector,0,0,0.0,0.0,0.0,0.0
ShelterBox,shelterbox,International NGO,17,100,100.0,0.0,0.0,50.0
Shifa Tameer-e-Millat University,stmu01,"Academic, Training and Research",0,0,0.0,0.0,0.0,0.0
Shift Project Ltd.,shiftproject,International NGO,0,0,0.0,0.0,0.0,0.0
Shirkat Gah-Women's Resource Centre,shirkatgah,National NGO,1,100,100.0,0.0,0.0,50.0
Shortlist Professionals Limited,shortlistogti,Private Sector,0,0,0.0,0.0,0.0,0.0
Shtrii Shakti,shtrii_shakti,National NGO,0,0,0.0,0.0,0.0,0.0
Siasa Place,sp,National NGO,2,100,100.0,0.0,0.0,50.0
Sightsavers,ss-org,International NGO,28,100,100.0,100.0,0.0,75.0
Signal,signal,International NGO,0,0,0.0,0.0,0.0,0.0
SIHA Network,siharegional,Regional NGO,2,100,100.0,0.0,0.0,50.0
SIHA-South Sudan,siha-southsudan,National NGO,1,100,100.0,0.0,0.0,50.0
siiqqee Women's Development Association,swda,National NGO,0,0,0.0,0.0,0.0,0.0
Silsab Foundation,silsab1-_,National NGO,1,100,100.0,0.0,100.0,75.0
Simavi,simavi,Foundation,0,0,0.0,0.0,0.0,0.0
Simprints,simprints,International NGO,0,0,0.0,0.0,0.0,0.0
Siren Associates,siren,Private Sector,0,0,0.0,0.0,0.0,0.0
Sisonke National Sex Workers Movement,sisonke,National NGO,0,0,0.0,0.0,0.0,0.0
Slovenia - Ministry of Foreign Affairs,si-mfa,Government,23,100,100.0,13.043478260869565,0.0,53.26086956521739
Slum Dwellers International,sdi-int,International NGO,0,0,0.0,0.0,0.0,0.0
